,game_name,app_header,seller,raiting_in_category,from_age,raiting,game_price,raiting_amount,offers,size_app,age_raiting1,age_rating2,age_rating3,age_rating4,age_rating5,age_raiting6
2307,Townscaper,Instant town building toy,Raw Fury AB,#8 in Casual,4+,4.6,$1.99,558 Ratings,Offers In-App Purchases,101.1 MB,,,,,,
2308,Cat Fishing Simulator,Cat goes fishing-Cat Fish Game,Ramzan Arif,#97 in Simulation,4+,2,$0.99,1 Rating,,67.6 MB,,,,,,
2309,Rebuild 3: Gangs of Deadsville,,Northway Games Corp.,#82 in Strategy,12+,4.6,Free,363 Ratings,,120.3 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",
2310,Tropical Resort Story,,"Kairosoft Co.,Ltd",#51 in Casual,4+,4.9,$6.99,183 Ratings,Offers In-App Purchases,291.1 MB,,,,,,
2311,My Fantasy: Choose Your Story,Interactive Game with Choice,GM UNICORN CORPORATION LIMITED,#5 in Role Playing,17+,4.6,$1.99,18K Ratings,,327 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,Infrequent/Mild Profanity or Crude Humor,Frequent/Intense Mature/Suggestive Themes
2312,Papa's Burgeria To Go‪!‬,Build burgers on the go,Flipline IDS LLC,#12 in Strategy,4+,4.1,Free,285 Ratings,Offers In-App Purchases,62.9 MB,,,,,,
2313,Papa's Cupcakeria To Go‪!‬,"Bake, decorate, and serve",Flipline IDS LLC,#18 in Simulation,4+,3.8,Free,409 Ratings,,88.2 MB,,,,,,
2314,Weed Inc: Idle Tycoon,Become the CEO of Grow‪!‬,Metamoki Inc.,#34 in Strategy,17+,4.8,Free,166.1K Ratings,Offers In-App Purchases,221.2 MB,"Frequent/Intense Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Simulated Gambling,,,,
2315,Turmoil,Casual Business Game,"Xiamen Leiting Network Technology Co., Ltd.",#30 in Strategy,4+,4.5,Free,12.6K Ratings,Offers In-App Purchases,1.6 GB,,,,,,
2316,Papa's Scooperia To Go‪!‬,Cookies and Ice Cream‪!‬,Flipline IDS LLC,#19 in Simulation,4+,4.6,Free,418 Ratings,Offers In-App Purchases,70.1 MB,,,,,,
2317,Pocket GM 21: Football Manager,American Football Franchise,Jonathan Howell,#12 in Sports,4+,4.9,Free,2K Ratings,Offers In-App Purchases,35.2 MB,,,,,,
2318,Ultimate Lion Simulator 2,Hunt. Grow. Breed. Survive‪!‬,Gluten Free Games LLC,#48 in Role Playing,12+,4.3,$7.99,730 Ratings,Offers In-App Purchases,262 MB,Infrequent/Mild Realistic Violence,,,,,
2319,Manor Matters,Find hidden objects & renovate,PLR Worldwide Sales Limited,#73 in Simulation,4+,4.7,$4.99,168K Ratings,,255.6 MB,,,,,,
2320,Kingdom Two Crowns,"BUILD, EXPLORE, DEFEND",Raw Fury AB,#19 in Role Playing,9+,4.5,$1.99,574 Ratings,,1.2 GB,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Cartoon or Fantasy Violence,,,,
2321,The Baby In Yellow,Who is in control‪?‬,Team Terrible Limited,#24 in Adventure,9+,4.3,$4.99,13.3K Ratings,,324.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Horror/Fear Themes,,,
2322,Car Crash Compilation Game,Realistic Car Crash Simulator,Zego Global Pte Ltd,#14 in Racing,4+,4.4,Free,8.1K Ratings,,226.3 MB,,,,,,
2323,Ultimate General™: Gettysburg,,Gamelabs LLC,#81 in Strategy,9+,4.6,$2.99,2.6K Ratings,,293.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2324,8 Ball Pool‪™‬,Online Pool Multiplayer Games,Miniclip SA,#2 in Sports,4+,4.7,$5.99,3.4M Ratings,,221.6 MB,,,,,,
2325,Rent Please! Landlord Sim,,"Shimmer Games Co., Ltd.",#31 in Simulation,4+,4.7,Free,9K Ratings,Offers In-App Purchases,1.9 GB,,,,,,
2326,Highrise: Metaverse Life Sim,Avatar Games: Make a Character,PocketzWorld Inc.,#40 in Role Playing,17+,4.6,Free,91.5K Ratings,Offers In-App Purchases,371.6 MB,Infrequent/Mild Mature/Suggestive Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Profanity or Crude Humor,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Sexual Content and Nudity
2327,My Singing Monsters,Build a musical world,Big Blue Bubble,#2 in Music,4+,4.8,$0.99,487.8K Ratings,Offers In-App Purchases,979.6 MB,,,,,,
2328,"Papers, Please",,3909 LLC,#2 in Role Playing,17+,4.8,Free,663 Ratings,Offers In-App Purchases,64.6 MB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Cartoon or Fantasy Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Mature/Suggestive Themes,
2329,Game Dev Tycoon,Replay gaming history,Greenheart Games Pty. Ltd.,#55 in Strategy,4+,4.9,Free,20.8K Ratings,Offers In-App Purchases,181.2 MB,,,,,,
2330,Color Page ASMR – Art Coloring,Paint your stress away‪!‬,SayGames LTD,#40 in Simulation,17+,4.6,$0.99,26.7K Ratings,,272.9 MB,Frequent/Intense Mature/Suggestive Themes,,,,,
2331,Jumbo Airport Story,,"Kairosoft Co.,Ltd",#57 in Strategy,4+,4.7,$0.99,274 Ratings,Offers In-App Purchases,290.2 MB,,,,,,
2332,Makeup Stylist -DIY Salon game,Make up styling master,"REMEMBERS INFORMATION TECHNOLOGY CO., LTD.",#28 in Simulation,12+,4.8,Free,20.5K Ratings,Offers In-App Purchases,195.5 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,,,,
2333,Basketball Stars™: Multiplayer,Real-time 3D Basketball Game,Miniclip SA,#27 in Sports,4+,4.7,Free,287K Ratings,Offers In-App Purchases,207.6 MB,,,,,,
2334,My Talking Tom 2,Meet the best talking pet cat‪!‬,Outfit7 Limited,#30 in Role Playing,4+,4.5,$5.99,550.1K Ratings,,204.2 MB,,,,,,
2335,Virtual Villagers 5,Protect your New Believers‪!‬,"LDW Software, LLC",#22 in Family,9+,3.9,Free,349 Ratings,Offers In-App Purchases,90.7 MB,Infrequent/Mild Mature/Suggestive Themes,,,,,
2336,RFS - Real Flight Simulator,Airplane Pilot & Flying Sim,RORTOS SRL,#4 in Racing,4+,4.6,Free,11.5K Ratings,Offers In-App Purchases,546.2 MB,,,,,,
2337,Pixel Gun 3D: Online Shooter,"Battle Royale, Shooting Games",Cubic Games Ltd,#53 in Action,12+,4.8,$4.99,804.9K Ratings,,750.8 MB,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,Frequent/Intense Cartoon or Fantasy Violence,,,
2338,Hay Day,Farm with Friends and Family,Supercell Oy,#8 in Family,4+,4.7,$5.99,480.7K Ratings,Offers In-App Purchases,214.6 MB,,,,,,
2339,SimplePlanes,,"Jundroo, LLC",#47 in Simulation,4+,4.7,$0.99,2.3K Ratings,,389.6 MB,,,,,,
2340,Makeover Studio: Makeup Games,Makeover Master & Stories,"LIHAO TECH CO., LIMITED",#1 in Simulation,12+,4.5,$4.99,32.8K Ratings,,371.9 MB,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Sexual Content and Nudity,,,,
2341,My Home My World: Coin Jackpot,Fun Building & Design Master,BeheFun Games Limited,#6 in Casual,17+,4.7,$4.99,9.8K Ratings,,377.5 MB,Frequent/Intense Simulated Gambling,,,,,
2342,RollerCoaster Tycoon® Classic,,"Atari, Interactive",#39 in Strategy,4+,4.3,Free,2.6K Ratings,Offers In-App Purchases,426 MB,,,,,,
2343,Modern Magic Ball,Get answers for every decision,Hayden Watson,#9 in Family,4+,5,$2.99,2 Ratings,,42.2 MB,,,,,,
2344,SIMULACRA,A found phone horror game,KAIGAN GAMES OUe,#27 in Role Playing,12+,4.9,$1.99,4.8K Ratings,Offers In-App Purchases,633.2 MB,Infrequent/Mild Horror/Fear Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,
2345,Clay Hunt PRO,Shotgun Shooting Simulator,Shotgun Gaming Oy,#9 in Sports,12+,4.7,$9.99,1K Ratings,,263.3 MB,Infrequent/Mild Realistic Violence,,,,,
2346,The Sims™ FreePlay,Virtual Town & Story Builder,Electronic Arts Inc.,#11 in Adventure,12+,4.5,Free,281.5K Ratings,Offers In-App Purchases,1.9 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Mature/Suggestive Themes
2347,Five Nights at Freddy's: SL,There was never just one,CLICKTEAM L.L.C.,#13 in Action,12+,4.4,$0.99,9.5K Ratings,,313.6 MB,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Horror/Fear Themes,,,,
2348,Lowriders Comeback 2: Cruising,Best game about Lowriders,Anton Lebed,#4 in Music,4+,3.6,Free,874 Ratings,,203.5 MB,,,,,,
2349,ROME: Total War,"Epic tactics, massive battles",Feral Interactive Ltd,#59 in Strategy,12+,4.8,Free,15.2K Ratings,,3.9 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Realistic Violence,Infrequent/Mild Profanity or Crude Humor,,,
2350,Woodturning 3D,One lathe to rule them all ‪!‬,Voodoo,#10 in Role Playing,12+,4.5,Free,207.6K Ratings,,333.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Sexual Content and Nudity,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Simulated Gambling
2351,Papa's Freezeria To Go‪!‬,Serve sundaes on the go,Flipline IDS LLC,#3 in Simulation,4+,4.2,Free,1.9K Ratings,,67 MB,,,,,,
2352,Papa's Mocharia To Go‪!‬,Serve Coffee and Cannoli,Flipline IDS LLC,#9 in Simulation,4+,4.6,Free,589 Ratings,,84.5 MB,,,,,,
2353,Construction Simulator 3,Construction goes Europe‪!‬,astragon Entertainment GmbH,#69 in Simulation,4+,4.5,Free,978 Ratings,,1.7 GB,,,,,,
2354,Pulling USA 2,,Bowen Games LLC,#12 in Racing,4+,4.3,Free,163 Ratings,,296.2 MB,,,,,,
2355,Gardenscapes,A matching puzzle garden game,PLR Worldwide Sales Limited,#2 in Puzzle,4+,4.7,Free,1.1M Ratings,Offers In-App Purchases,321.4 MB,,,,,,
2356,ASMR Simulator-Makeover&Relax,Beauty Salon&Dream of life,"Xian Diankou Software Technology Co., Ltd.",#5 in Simulation,4+,4.6,Free,4.1K Ratings,Offers In-App Purchases,265 MB,,,,,,
2357,Dream League Soccer 2023,FIFPRO™ licensed soccer,First Touch Games Ltd.,#13 in Sports,4+,4.6,Free,301.6K Ratings,,584.2 MB,,,,,,
2358,BitLife - Life Simulator,Live your best (or worst) life,"Candywriter, LLC",#18 in Role Playing,17+,4.8,$3.99,1.5M Ratings,,285.6 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Simulated Gambling,Frequent/Intense Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Profanity or Crude Humor
2359,Tie Dye,DIY Outfit Painting Makeover,"CRAZY LABS BY TABTALE , G.P.",#37 in Role Playing,12+,4.7,$2.99,490K Ratings,,253.9 MB,Infrequent/Mild Sexual Content and Nudity,,,,,
2360,Only 1% Challenges:Tricky Game,Test your mind and skills‪!‬,ALICTUS YAZILIM EGITIM BILISIM TEKNOLOJILERI ELEKTRONIK SANAYI VE TICARET A.S.,#93 in Simulation,12+,4.2,$1.99,1.6K Ratings,Offers In-App Purchases,177.6 MB,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Profanity or Crude Humor,,,,
2361,Ball Run 2048,Get Ball‪!‬,KAYAC Inc.,#35 in Simulation,4+,4.4,$1.99,62.7K Ratings,Offers In-App Purchases,118.3 MB,,,,,,
2362,Mini Metro,Build a better subway,Dinosaur Polo Club Limited,#43 in Strategy,4+,4.9,$3.99,26K Ratings,Offers In-App Purchases,161.1 MB,,,,,,
2363,,,,,,,,,,,,,,,,
2364,Kitty Powers' Matchmaker,Date Simulator Extraordinaire‪!‬,Magic Notion Ltd.,#28 in Casual,12+,4.8,Free,2.1K Ratings,Offers In-App Purchases,220.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,,
2365,Street Kart:  #1 Go Kart Game,F1 & Nascar game fans love it‪!‬,Fat Cigar Productions Ltd,#8 in Racing,4+,4.7,Free,4.4K Ratings,Offers In-App Purchases,1.2 GB,,,,,,
2366,Papa's Pancakeria To Go‪!‬,Rise and Shine,Flipline IDS LLC,#14 in Strategy,4+,4.5,Free,276 Ratings,Offers In-App Purchases,72.1 MB,,,,,,
2367,Farming USA 2,,Bowen Games LLC,#15 in Family,4+,4.3,$1.99,3.3K Ratings,,370.6 MB,,,,,,
2368,Fade Master 3D: Barber Shop,Real life barber simulation,ALICTUS YAZILIM EGITIM BILISIM TEKNOLOJILERI ELEKTRONIK SANAYI VE TICARET A.S.,#8 in Role Playing,12+,4.5,Free,34.4K Ratings,Offers In-App Purchases,250.7 MB,Frequent/Intense Profanity or Crude Humor,Frequent/Intense Cartoon or Fantasy Violence,,,,
2369,Crazy Kick‪!‬,"Dribble, shoot and score‪!‬",Voodoo,#20 in Sports,12+,4.7,Free,449.2K Ratings,Offers In-App Purchases,575.1 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Simulated Gambling,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Realistic Violence
2370,Backflip Master - Parkour Game,Mega ragdoll runner simulator,Voodoo,#69 in Sports,12+,4.7,Free,13.9K Ratings,,233.7 MB,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Simulated Gambling,Infrequent/Mild Mature/Suggestive Themes
2371,Mini Golf - Watch Game,Play mini golf on watch,Tocapp Games S.L.,#98 in Sports,4+,4,Free,70 Ratings,Offers In-App Purchases,85 MB,,,,,,
2372,Sniper Champions - Gun Range,3D Target shooting game,Gameloft,#86 in Sports,12+,4.8,Free,48.1K Ratings,Offers In-App Purchases,470.5 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Realistic Violence,,,,
2373,Jumpy Horse Racing,"Horses, dreams, winners",Internet Reshenia LLC,#49 in Racing,4+,3.5,$2.99,63 Ratings,,658.8 MB,,,,,,
2374,Stinger Table Hockey,,Blaine Hodge,#91 in Sports,4+,4.3,Free,144 Ratings,Offers In-App Purchases,31.4 MB,,,,,,
2375,The Program: College Football,Lead your school to victory‪!‬,Atomic Moguls Inc,#37 in Sports,4+,4.6,$0.99,3.1K Ratings,,72.6 MB,,,,,,
2376,Real Gangster Mafia Vice Town,Grand theft crime city games,Bui Lam Tung,#73 in Sports,12+,4.1,$0.99,5.9K Ratings,,495.9 MB,Infrequent/Mild Realistic Violence,,,,,
2377,Madden NFL 23 Mobile Football,Unlock Stars & Play Like Mad,EA Swiss Sarl,#5 in Sports,4+,4.7,Free,573.1K Ratings,Offers In-App Purchases,166.7 MB,,,,,,
2378,The Real Juggle: Football 2022,Kick Ball & Do Soccer Juggling,Lion Studios LLC,#9 in Sports,12+,4.7,$0.99,160.1K Ratings,,261.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Simulated Gambling,Infrequent/Mild Sexual Content and Nudity
2379,HyperBowl,Be the ball‪!‬,"Technicat, LLC",#99 in Sports,4+,4.6,$1.99,241 Ratings,,191.3 MB,,,,,,
2380,Ice Fishing Derby Premium,,Paul Halter,#20 in Sports,4+,4.7,Free,37 Ratings,Offers In-App Purchases,31.8 MB,,,,,,
2381,BASEBALL 9,Build and play your own team‪!‬,playus soft,#56 in Sports,4+,4.5,Free,42.3K Ratings,Offers In-App Purchases,291.6 MB,,,,,,
2382,Team Canada Table Hockey,,Blaine Hodge,#52 in Sports,4+,4.3,$0.99,169 Ratings,Offers In-App Purchases,31.1 MB,,,,,,
2383,Flipper Dunk,The hardest basketball game‪!‬,Zynga Inc.,#60 in Sports,12+,4.6,Free,131.7K Ratings,Offers In-App Purchases,204.7 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
2384,Ice Hockey PRO: game for watch,"no ads, fast pace winter sport",Gosiha Pte. Ltd.,#8 in Sports,4+,4.6,Free,138 Ratings,Offers In-App Purchases,25.8 MB,,,,,,
2385,Duck Life: Battle,A brand new duck adventure‪!‬,MoFunZone Inc,#83 in Sports,4+,4.6,Free,725 Ratings,Offers In-App Purchases,840.9 MB,,,,,,
2386,Real Chess 3D,Best Realistic 3D Chess Game‪!‬,Sailendu Behera,#52 in Sports,4+,4.7,Free,80.4K Ratings,Offers In-App Purchases,102.3 MB,,,,,,
2387,Jumping Horses Champions 2,,Lucas Ferreira Franca,#68 in Racing,4+,4.4,$9.99,90 Ratings,,410.7 MB,,,,,,
2388,Real Steel,,Reliance Big Entertainment UK Private Ltd,#11 in Sports,9+,4,Free,1.1K Ratings,Offers In-App Purchases,1.7 GB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2389,Retro Goal,Kick it 90s-style‪!‬,New Star Games,#18 in Sports,12+,4.5,Free,24.2K Ratings,Offers In-App Purchases,24.2 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",,,,,
2390,eFootball™ 2023,Authentic soccer game‪!‬,"Konami Digital Entertainment Co., Ltd.",#10 in Sports,4+,4.2,Free,165.4K Ratings,Offers In-App Purchases,3 GB,,,,,,
2391,Ultimate Golf‪!‬,Golfing Games Simulator 3D,Miniclip SA,#35 in Sports,4+,4.6,Free,98.4K Ratings,Offers In-App Purchases,518.3 MB,,,,,,
2392,Touchgrind BMX 2,Extreme sports action,Illusion Labs AB,#49 in Sports,4+,4.8,$4.99,82.1K Ratings,,566.7 MB,,,,,,
2393,Descenders,Extreme Downhill Freeriding,Noodlecake Studios Inc,#15 in Racing,4+,4.1,Free,149 Ratings,Offers In-App Purchases,2.7 GB,,,,,,
2394,Retro Bowl,Play football like it's 1987‪!‬,New Star Games,#6 in Sports,4+,4.8,$1.99,895.9K Ratings,,22.7 MB,,,,,,
2395,CarX Drift Racing 2,Drifter selection 2022,"KAR IKS TEKHNOLODZHIS, OOO",#42 in Racing,4+,4.6,$0.99,28K Ratings,Offers In-App Purchases,2.7 GB,,,,,,
2396,Asphalt 9: Legends,Car Simulator: Drive & Drift,Gameloft,#12 in Racing,12+,4.8,$1.99,900.8K Ratings,,3.1 GB,Infrequent/Mild Realistic Violence,,,,,
2397,Flip Diving,Cliff backflips & tricks,MotionVolt Games Oy,#95 in Sports,12+,4.6,Free,65.8K Ratings,Offers In-App Purchases,276.5 MB,Infrequent/Mild Realistic Violence,Frequent/Intense Cartoon or Fantasy Violence,,,,
2398,Athletics 2: Summer Sports,,Olivier Monaret,#78 in Racing,4+,4.6,Free,622 Ratings,,246 MB,,,,,,
2399,Ice Lakes,,Paradox Interactive AB,#19 in Sports,4+,4.7,Free,550 Ratings,,1.5 GB,,,,,,
2400,Racing Online:Car Driving Game,Road traffic racing simulator,BYTETYPER YAZILIM TICARET ANONIM SIRKETI,#18 in Racing,4+,4.6,Free,5.3K Ratings,Offers In-App Purchases,618.9 MB,,,,,,
2401,Pocket GM 3: Football Manager,Create a football dynasty‪!‬,Jonathan Howell,#2 in Sports,4+,4.9,$0.99,213 Ratings,,53.5 MB,,,,,,
2402,Desert Golfing,Infinity in your pocket,Captain Games Inc.,#83 in Sports,4+,4.6,$2.99,588 Ratings,,2.2 MB,,,,,,
2403,Rocket League Sideswipe,The Ultimate Car Soccer Game,Psyonix LLC,#16 in Sports,4+,4.4,$1.99,78.3K Ratings,,1.3 GB,,,,,,
2404,Crux: The Great Outdoors,Rock climbing in your pocket,Benjamin Dressler,#80 in Sports,4+,3.8,Free,6 Ratings,Offers In-App Purchases,152.3 MB,,,,,,
2405,Pro Wrestling Simulator 2023,Fantasy book your dreams,Eledev Digital Ltd,#42 in Sports,9+,,$1.99,,,2.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2406,Real Boxing 2,Fighting until the last punch‪!‬,Vivid Games S.A.,#50 in Sports,12+,4.6,Free,28.2K Ratings,Offers In-App Purchases,1.9 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Realistic Violence,,,,
2407,Backflip Madness,Extreme sports backflip game,Hubert Sliwka,#14 in Sports,9+,4.5,Free,12.7K Ratings,Offers In-App Purchases,18.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2408,Chop Chop Soccer,,Gamerizon,#68 in Sports,4+,4.3,Free,11 Ratings,Offers In-App Purchases,152.4 MB,,,,,,
2409,Go Rally,,Inputwish s.r.o.,#48 in Racing,4+,4.1,$3.99,100 Ratings,Offers In-App Purchases,204.5 MB,,,,,,
2410,CSR 2 Drag Racing Car Games,Racing Games Driving Simulator,Zynga Inc.,#7 in Sports,4+,4.7,$1.99,731.3K Ratings,,3.9 GB,,,,,,
2411,Bowling Crew,3D bowling game,WARGAMING Group Limited,#81 in Sports,4+,4.8,$0.99,52.2K Ratings,,303.5 MB,,,,,,
2412,EA SPORTS™ UFC® 2,Authentic MMA Fighting Game,EA Swiss Sarl,#45 in Sports,12+,4.7,$1.99,25.7K Ratings,,182.2 MB,Infrequent/Mild Realistic Violence,,,,,
2413,Mini Football - Soccer game,"Win a league, become a hero",Miniclip SA,#14 in Sports,4+,4.6,$0.99,112.6K Ratings,,584.5 MB,,,,,,
2414,WGT Golf,"Realistic golf, real courses","World Golf Tour, Inc",#56 in Sports,4+,4.5,Free,93.9K Ratings,Offers In-App Purchases,326.4 MB,,,,,,
2415,Shopping Cart Hero 3,,MonkeyWantBanana,#74 in Sports,9+,4.3,$1.99,38 Ratings,,11.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2416,Football Referee Simulator,Become the best referee‪!‬,Vladimir Pliashkun,#98 in Sports,4+,4.3,Free,3 Ratings,Offers In-App Purchases,247.7 MB,,,,,,
2417,Dolphin Up,,Alan Rawkins,#46 in Sports,4+,4.6,Free,86 Ratings,Offers In-App Purchases,101.7 MB,,,,,,
2418,Pixel Cup Soccer 16,,ODT S.A.,#86 in Sports,4+,4.2,Free,118 Ratings,Offers In-App Purchases,67.1 MB,,,,,,
2419,Game Spinner,The only spinner app you need‪!‬,Georgi Zlatinov,#49 in Sports,4+,4.5,Free,305 Ratings,Offers In-App Purchases,22.2 MB,,,,,,
2420,Duck Life: Retro Pack,,MoFunZone Inc,#52 in Sports,4+,4.4,$1.99,148 Ratings,,570.9 MB,,,,,,
2421,Super Goal - Soccer Stickman,Play fun soccer game,Gamegou Limited,#31 in Sports,4+,4.6,$1.99,3.6K Ratings,,269.5 MB,,,,,,
2422,Boxing Gym Story,,"Kairosoft Co.,Ltd",#17 in Sports,12+,4.6,$0.99,223 Ratings,,310.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
2423,Tennis Clash：Sports Stars Game,Ultimate open arena pvp games,Wildlife Studios Limited,#33 in Sports,12+,4.6,$1.99,395.3K Ratings,,256.4 MB,Infrequent/Mild Simulated Gambling,,,,,
2424,Golf Clash,Quick-fire golf duels,Playdemic Ltd,#77 in Sports,12+,4.5,$3.99,2M Ratings,,287.3 MB,Frequent/Intense Contests,,,,,
2425,Flip Master,Trampoline backflips & tricks‪!‬,MotionVolt Games Oy,#90 in Sports,12+,4.6,Free,55.4K Ratings,Offers In-App Purchases,287.3 MB,Infrequent/Mild Realistic Violence,Frequent/Intense Cartoon or Fantasy Violence,,,,
2426,Chop Chop Hockey,,Gamerizon,#76 in Sports,9+,4.2,Free,31 Ratings,Offers In-App Purchases,128.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2427,Dribble Hoops,Basketball dunking fun ‪!‬,Voodoo,#43 in Sports,12+,4.7,Free,54.6K Ratings,Offers In-App Purchases,336.3 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Simulated Gambling,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Sexual Content and Nudity
2428,ULTRA4 Offroad Racing,,Gigabit Games LLC,#23 in Racing,4+,3.6,Free,221 Ratings,Offers In-App Purchases,137.5 MB,,,,,,
2429,Golfing Over It,with Alva Majo,Alvaro Mahillo Sanchez-Mateos,#43 in Sports,4+,3,Free,86 Ratings,Offers In-App Purchases,144.6 MB,,,,,,
2430,Stock Car Racing Simulator 22,Keep Sports car engine Running,Serdar Akgul,#69 in Racing,4+,2.9,$4.99,20 Ratings,Offers In-App Purchases,1.9 GB,,,,,,
2431,Golf Guys,Multiplayer Golf Battle Royale,Voodoo,#98 in Sports,12+,4.5,Free,504 Ratings,Offers In-App Purchases,304.7 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Simulated Gambling
2432,Ball Mayhem,From rookie to MVP‪!‬,Voodoo,#29 in Sports,12+,4.7,$0.99,244.9K Ratings,Offers In-App Purchases,237.7 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,Infrequent/Mild Simulated Gambling,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Medical/Treatment Information
2433,Infinity 8 Ball,Multiplayer Pool Game,PLAYORCA STUDIOS LIMITED,#11 in Sports,4+,4.6,$4.99,16.7K Ratings,Offers In-App Purchases,255.4 MB,,,,,,
2434,Grand Mountain Adventure,Open-World Ski & Snowboard,Toppluva AB,#71 in Adventure,9+,4.5,Free,6.1K Ratings,,896.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
2435,Pool Slide Story,,"Kairosoft Co.,Ltd",#91 in Sports,4+,4.8,Free,129 Ratings,,247.6 MB,,,,,,
2436,Golf Rival - Multiplayer Games,Master Golf Games with Friends,Zynga Inc.,#86 in Sports,4+,4.5,Free,96K Ratings,Offers In-App Purchases,346.4 MB,,,,,,
